iter	Passed	Remaining
404	4342	6379
405	4351	6366
406	4362	6356
407	4373	6345
408	4383	6333
409	4393	6322
410	4404	6311
411	4412	6297
412	4422	6285
413	4430	6271
414	4441	6260
415	4449	6246
416	4460	6235
417	4470	6224
418	4480	6212
419	4491	6202
420	4501	6190
421	4510	6178
422	4521	6167
423	4530	6154
424	4541	6144
425	4551	6132
426	4561	6120
427	4571	6110
428	4582	6098
429	4592	6087
430	4602	6075
431	4611	6062
432	4621	6051
433	4629	6037
434	4639	6025
435	4648	6013
436	4658	6001
437	4668	5989
438	4677	5977
439	4687	5965
440	4696	5953
441	4707	5942
442	4717	5931
443	4727	5920
444	4738	5909
445	4749	5899
446	4758	5886
447	4768	5876
448	4779	5864
449	4789	5853
450	4799	5842
451	4808	5830
452	4819	5819
453	4829	5808
454	4839	5797
455	4850	5786
456	4860	5775
457	4871	5764
458	4883	5755
459	4893	5744
460	4904	5734
461	4915	5724
462	4926	5713
463	4937	5703
464	4947	5692
465	4957	5680
466	4967	5669
467	4977	5658
468	4987	5646
469	4998	5636
470	5007	5624
471	5017	5612
472	5027	5601
473	5037	5589
474	5047	5578
475	5056	5566
476	5067	5555
477	5076	5544
478	5086	5532
479	5097	5521
480	5106	5509
481	5117	5500
482	5129	5490
483	5139	5479
484	5150	5468
485	5161	5458
486	5171	5447
487	5184	5439
488	5196	5430
489	5207	5420
490	5218	5410
491	5230	5400
492	5240	5389
493	5250	5378
494	5262	5368
495	5272	5357
496	5282	5346
497	5293	5335
498	5303	5324
499	5315	5315
500	5325	5304
501	5335	5292
502	5345	5281
503	5355	5270
504	5364	5258
505	5374	5247
506	5384	5235
507	5395	5225
508	5405	5213
509	5415	5202
510	5425	5191
511	5434	5179
512	5444	5168
513	5454	5157
514	5463	5145
515	5474	5134
516	5488	5127
517	5503	5121
518	5519	5115
519	5533	5108
520	5547	5100
521	5561	5092
522	5574	5084
523	5585	5073
524	5595	5062
525	5605	5051
526	5615	5039
527	5625	5028
528	5634	5016
529	5645	5006
530	5654	4994
531	5664	4983
532	5674	4971
533	5684	4960
534	5695	4950
535	5706	4939
536	5716	4928
537	5727	4918
538	5738	4907
539	5747	4896
540	5758	4885
541	5767	4873
542	5777	4862
543	5788	4851
544	5797	4839
545	5808	4829
546	5817	4818
547	5828	4807
548	5838	4796
549	5848	4784
550	5858	4774
551	5869	4763
552	5878	4751
553	5890	4741
554	5900	4730
555	5909	4719
556	5919	4708
557	5929	4696
558	5939	4685
559	5950	4675
560	5960	4664
561	5970	4653
562	5980	4641
563	5991	4631
564	6001	4620
565	6011	4609
566	6022	4599
567	6032	4588
568	6042	4576
569	6052	4565
570	6063	4555
571	6074	4544
572	6084	4534
573	6094	4522
574	6104	4512
575	6115	4501
576	6125	4490
577	6135	4479
578	6146	4468
579	6155	4457
580	6166	4446
581	6176	4435
582	6186	4424
583	6195	4413
584	6206	4402
585	6218	4393
586	6228	4382
587	6239	4371
588	6249	4360
589	6260	4350
590	6270	4339
591	6280	4328
592	6289	4316
593	6300	4306
594	6311	4295
595	6320	4284
596	6331	4274
597	6340	4262
598	6350	4251
599	6360	4240
600	6369	4228
601	6379	4217
602	6389	4206
603	6400	4196
604	6409	4184
605	6418	4173
606	6428	4162
607	6437	4150
608	6448	4139
609	6458	4129
610	6467	4117
611	6478	4107
612	6488	4096
613	6499	4085
614	6509	4074
615	6518	4063
616	6530	4053
617	6540	4042
618	6551	4032
619	6562	4021
620	6572	4010
621	6582	4000
622	6592	3989
623	6602	3978
624	6613	3967
625	6623	3957
626	6632	3945
627	6644	3935
628	6653	3924
629	6663	3913
630	6674	3902
631	6683	3891
632	6693	3880
633	6703	3869
634	6712	3858
635	6722	3847
636	6732	3836
637	6742	3825
638	6751	3814
639	6760	3802
640	6771	3792
641	6781	3781
642	6791	3770
643	6801	3759
644	6811	3748
645	6820	3737
646	6830	3726
647	6840	3715
648	6849	3704
649	6860	3694
650	6870	3683
651	6881	3673
652	6892	3662
653	6903	3652
654	6912	3641
655	6924	3630
656	6934	3620
657	6945	3610
658	6957	3600
659	6966	3588
660	6977	3578
661	6989	3568
662	6999	3557
663	7010	3547
664	7021	3537
665	7031	3526
666	7044	3516
667	7056	3507
668	7066	3496
669	7077	3485
670	7089	3476
671	7099	3465
672	7111	3455
673	7123	3445
674	7134	3434
675	7144	3424
676	7157	3414
677	7167	3403
678	7177	3393
679	7189	3383
680	7199	3372
681	7210	3362
682	7222	3352
683	7232	3341
684	7242	3330
685	7254	3320
686	7264	3309
687	7276	3299
688	7288	3289
689	7299	3279
690	7310	3268
691	7321	3258
692	7331	3247
693	7342	3237
694	7354	3227
695	7383	3225
696	7394	3214
697	7405	3204
698	7417	3193
699	7428	3183
700	7440	3173
701	7453	3163
702	7462	3152
703	7473	3142
704	7485	3132
705	7496	3121
706	7507	3111
707	7519	3101
708	7530	3090
709	7541	3080
710	7553	3070
711	7566	3060
712	7576	3049
713	7588	3039
714	7601	3029
715	7611	3019
716	7622	3008
717	7634	2998
718	7645	2987
719	7655	2977
720	7667	2966
721	7679	2956
722	7689	2945
723	7700	2935
724	7710	2924
725	7721	2914
726	7733	2903
727	7744	2893
728	7754	2882
729	7766	2872
730	7778	2862
731	7787	2851
732	7799	2840
733	7811	2830
734	7820	2819
735	7831	2809
736	7842	2798
737	7852	2787
738	7864	2777
739	7875	2766
740	7885	2756
741	7897	2746
742	7909	2735
743	7919	2724
744	7930	2714
745	7941	2704
746	7952	2693
747	7963	2682
748	7974	2672
749	7984	2661
750	7996	2651
751	8008	2640
752	8017	2629
753	8029	2619
754	8042	2609
755	8052	2599
756	8064	2588
757	8075	2578
758	8086	2567
759	8097	2557
760	8108	2546
761	8120	2536
762	8130	2525
763	8141	2514
764	8149	2503
765	8160	2492
766	8169	2481
767	8179	2470
768	8191	2460
769	8199	2449
770	8209	2438
771	8220	2427
772	8229	2416
773	8239	2405
774	8248	2394
775	8259	2384
776	8270	2373
777	8281	2363
778	8292	2352
779	8304	2342
780	8315	2331
781	8326	2321
782	8338	2310
783	8348	2300
784	8361	2289
785	8373	2279
786	8382	2268
787	8393	2258
788	8404	2247
789	8414	2236
790	8426	2226
791	8436	2215
792	8448	2205
793	8459	2194
794	8471	2184
795	8482	2173
796	8494	2163
797	8506	2153
798	8517	2142
799	8527	2131
800	8539	2121
801	8549	2110
802	8561	2100
803	8573	2089
804	8583	2079
805	8594	2068
806	8606	2058
807	8616	2047
808	8626	2036
809	8638	2026
810	8648	2015
811	8659	2004
812	8671	1994
813	8681	1983
814	8693	1973
815	8705	1962
816	8715	1952
817	8726	1941
818	8738	1931
819	8748	1920
820	8759	1909
821	8771	1899
822	8781	1888
823	8792	1878
824	8805	1867
825	8818	1857
826	8828	1846
827	8839	1836
828	8851	1825
829	8861	1815
830	8873	1804
831	8884	1793
832	8894	1783
833	8904	1772
834	8917	1762
835	8927	1751
836	8939	1740
837	8951	1730
838	8961	1719
839	8972	1709
840	8984	1698
841	8995	1688
842	9008	1677
843	9020	1667
844	9033	1657
845	9044	1646
846	9054	1635
847	9066	1625
848	9076	1614
849	9087	1603
850	9098	1593
851	9109	1582
852	9120	1571
853	9132	1561
854	9143	1550
855	9154	1540
856	9166	1529
857	9178	1519
858	9188	1508
859	9199	1497
860	9212	1487
861	9222	1476
862	9232	1465
863	9242	1454
864	9252	1444
865	9263	1433
866	9273	1422
867	9283	1411
868	9294	1401
869	9304	1390
870	9313	1379
871	9323	1368
872	9332	1357
873	9342	1346
874	9353	1336
875	9363	1325
876	9372	1314
877	9382	1303
878	9392	1292
879	9402	1282
880	9411	1271
881	9422	1260
882	9432	1249
883	9455	1240
884	9470	1230
885	9487	1220
886	9503	1210
887	9518	1200
888	9532	1190
889	9546	1179
890	9559	1169
891	9569	1158
892	9578	1147
893	9588	1136
894	9598	1126
895	9607	1115
896	9616	1104
897	9626	1093
898	9636	1082
899	9645	1071
900	9655	1060
901	9664	1049
902	9674	1039
903	9684	1028
904	9694	1017
905	9703	1006
906	9712	995
907	9723	985
908	9733	974
909	9744	963
910	9754	953
911	9764	942
912	9774	931
913	9784	920
914	9793	909
915	9803	899
916	9812	888
917	9824	877
918	9835	866
919	9844	856
920	9854	845
921	9864	834
922	9874	823
923	9884	813
924	9895	802
925	9905	791
926	9915	780
927	9925	770
928	9935	759
929	9944	748
930	9955	737
931	9966	727
932	9977	716
933	9988	705
934	9998	695
935	10008	684
936	10018	673
937	10028	662
938	10038	652
939	10049	641
940	10058	630
941	10069	620
942	10080	609
943	10090	598
944	10100	587
945	10110	577
946	10120	566
947	10130	555
948	10140	544
949	10151	534
950	10160	523
951	10170	512
952	10181	502
953	10191	491
954	10201	480
955	10212	470
956	10221	459
957	10231	448
958	10242	437
959	10251	427
960	10261	416
961	10270	405
962	10281	395
963	10291	384
964	10301	373
965	10311	362
966	10320	352
967	10331	341
968	10340	330
969	10350	320
970	10360	309
971	10370	298
972	10382	288
973	10392	277
974	10402	266
975	10412	256
976	10422	245
977	10432	234
978	10442	224
979	10452	213
980	10463	202
981	10473	191
982	10483	181
983	10493	170
984	10502	159
985	10513	149
986	10523	138
987	10533	127
988	10543	117
989	10554	106
990	10564	95
991	10574	85
992	10584	74
993	10594	63
994	10604	53
995	10614	42
996	10624	31
997	10633	21
998	10643	10
999	10653	0
