iter	Logloss
156	0.2656692657
157	0.265383597
158	0.2650196301
159	0.2647437693
160	0.2644366182
161	0.2641630079
162	0.2639264992
163	0.2637240162
164	0.2634570984
165	0.2630401424
166	0.262587167
167	0.2623568518
168	0.2621361979
169	0.2617954717
170	0.2614288858
171	0.2611833205
172	0.2610066047
173	0.2607037314
174	0.2603299727
175	0.2601096197
176	0.2597828947
177	0.2595175842
178	0.259214571
179	0.2589982531
180	0.2587440203
181	0.2585908665
182	0.2582835231
183	0.2580033177
184	0.257700339
185	0.2575252742
186	0.2573209981
187	0.2571869921
188	0.2570119423
189	0.2567811168
190	0.2565486979
191	0.2562300678
192	0.2559772729
193	0.2557735301
194	0.2554165147
195	0.2551718109
196	0.2548738614
197	0.2544882164
198	0.2541682631
199	0.2539143037
200	0.2536922476
201	0.2532929991
202	0.2531407961
203	0.2528604845
204	0.2525297637
205	0.2522469412
206	0.2521285738
207	0.2519442613
208	0.2517631984
209	0.2515149356
210	0.2512368697
211	0.2509943535
212	0.2507008849
213	0.2505771809
214	0.2503151546
215	0.2501367213
216	0.2499792439
217	0.2497821819
218	0.2494892307
219	0.2492103313
220	0.2490257361
221	0.2488667262
222	0.2487364308
223	0.2484919016
224	0.2482559891
225	0.248085265
226	0.2478347657
227	0.2475677652
228	0.2473239948
229	0.2471163269
230	0.24695098
231	0.2467982355
232	0.2465444183
233	0.2464274468
234	0.2461965465
235	0.2459766103
236	0.2458130334
237	0.2456871479
238	0.245556834
239	0.2454114015
240	0.2452080132
241	0.2449858363
242	0.244737886
243	0.2444617238
244	0.2441601859
245	0.2439562779
246	0.2436646419
247	0.2433340382
248	0.2430146815
249	0.2427687219
250	0.2425944749
251	0.2423454467
252	0.2419703762
253	0.2416637437
254	0.241515031
255	0.2413311426
256	0.2410476964
257	0.2408471341
258	0.2406505045
259	0.2404086455
260	0.2402361893
261	0.2399377597
262	0.2396945388
263	0.2394889456
264	0.2393319462
265	0.2390980137
266	0.2388812622
267	0.2386539585
268	0.2384373786
269	0.2381668939
270	0.2378584789
271	0.2376634069
272	0.2374989634
273	0.237216858
274	0.2369768874
275	0.2368379937
276	0.2366324343
277	0.2364762221
278	0.2363498923
279	0.236132676
280	0.2359421684
281	0.2357793776
282	0.2356261105
283	0.2353449909
284	0.2351976246
285	0.2349503715
286	0.2348060311
287	0.2346236196
288	0.2344443945
289	0.2342496178
290	0.2341038371
291	0.2339362268
292	0.2337043197
293	0.2335666112
294	0.2333496923
295	0.2331520365
296	0.2329478349
297	0.2327303422
298	0.2324975368
299	0.2321823534
300	0.2319870179
301	0.2317037452
302	0.2314922851
303	0.2313781893
304	0.2312382838
305	0.2309234714
306	0.2307488133
307	0.2305745718
308	0.2304421846
309	0.2302023444
310	0.2300380803
311	0.2298409215
312	0.2296945084
313	0.2295299668
314	0.2293339139
315	0.2291234978
316	0.2290125452
317	0.2287906742
318	0.2286190239
319	0.2283154903
320	0.2281902697
321	0.2280538141
322	0.227898376
323	0.2277267242
324	0.2274721697
325	0.2272154001
326	0.2270075255
327	0.2268805439
328	0.2267396569
329	0.2266379908
330	0.2264949279
331	0.2263612208
332	0.2262262383
333	0.2260201097
334	0.2259240496
335	0.2257235121
336	0.2254358925
337	0.2251693893
338	0.2249698138
339	0.2246838401
340	0.2245299427
341	0.2243192943
342	0.2241194635
343	0.2238641309
344	0.2237027688
345	0.223555369
346	0.2233367349
347	0.2228812761
348	0.2225751045
349	0.2224732114
350	0.2223497405
351	0.2222435881
352	0.2220986309
353	0.2218984835
354	0.2217226244
355	0.2215739271
356	0.2213894034
357	0.221165626
358	0.2210172359
359	0.2208162649
360	0.2206804792
361	0.220399755
362	0.2203060872
363	0.2201981205
364	0.2200590657
365	0.219941222
366	0.2197856877
367	0.2196246596
368	0.2192878326
369	0.2191089819
370	0.2189295944
371	0.2187259773
372	0.2184368397
373	0.2183201516
374	0.2182612705
375	0.2179675659
376	0.2178201789
377	0.2176587616
378	0.2173786245
379	0.2170910076
380	0.217029307
381	0.2168975103
382	0.2167791971
383	0.2166543636
384	0.2164126261
385	0.2162450468
386	0.2161547785
387	0.2158795457
388	0.2157261553
389	0.2155679031
390	0.2154689576
391	0.2153494959
392	0.2152271771
393	0.2151381072
394	0.2149666067
395	0.2148071152
396	0.2145620645
397	0.214323209
398	0.2140916612
399	0.2140139468
400	0.2138832988
401	0.2137495147
402	0.2135808256
403	0.2133638784
404	0.2132784249
405	0.2131892156
406	0.2129930518
407	0.2129051579
408	0.2127104656
409	0.2125924508
410	0.2123565474
411	0.2122622831
412	0.2121496984
413	0.2120045331
414	0.2118727994
415	0.2117528255
416	0.2116595188
417	0.2115102131
418	0.2113715972
419	0.2112351058
420	0.2110017129
421	0.2108990125
422	0.2106795517
423	0.2105106573
424	0.2103228629
425	0.2102225896
426	0.2101132974
427	0.2099245894
428	0.2097599997
429	0.2096654386
430	0.2095797213
431	0.2094014665
432	0.2092796199
433	0.209174461
434	0.2090572694
435	0.2088286145
436	0.2086346556
437	0.2084512624
438	0.2082897932
439	0.2081723825
440	0.208030599
441	0.2079684469
442	0.207821661
443	0.20751305
444	0.2074164894
445	0.2073068397
446	0.2071702704
447	0.2070684418
448	0.2069451259
449	0.2068423601
450	0.2067094756
451	0.2065088316
452	0.2063794667
453	0.206266574
454	0.206143517
455	0.2060523605
456	0.2058106288
457	0.2056683857
458	0.205535792
459	0.2054497919
460	0.2052664836
461	0.2051256597
462	0.2050254921
463	0.2049318622
464	0.2047254062
465	0.2046404571
466	0.2045423843
467	0.2043781849
468	0.2042862423
469	0.2041528353
470	0.2040962415
471	0.2039269744
472	0.203852264
473	0.2036959934
474	0.2035363025
475	0.203427698
476	0.2031670922
477	0.2031031116
478	0.2029843653
479	0.2028566801
480	0.2027941484
481	0.2026249555
482	0.2024935476
483	0.2022752204
484	0.202081297
485	0.2020001855
486	0.2018821472
487	0.2017797916
488	0.2016478755
489	0.2015342498
490	0.2014109919
491	0.2012701664
492	0.2012018639
493	0.2011328916
494	0.2010243093
495	0.2008066344
496	0.2007248538
497	0.2006039681
498	0.200518558
499	0.2003425445
500	0.2001774164
501	0.199985013
502	0.1998725974
503	0.1997897433
504	0.1994296765
505	0.1993184437
506	0.1991274531
507	0.1989823286
508	0.1988740422
509	0.1987452078
510	0.198673147
511	0.1985418184
512	0.1983690391
513	0.1982522123
514	0.1981496636
515	0.1980867701
516	0.1979412494
517	0.1978583897
518	0.1977043964
519	0.1976290874
520	0.1975385091
521	0.1974890312
522	0.197408819
523	0.1973015267
524	0.1971713816
525	0.1970564647
526	0.1969975571
527	0.1968869988
528	0.1967344539
529	0.1966035139
530	0.1965437286
531	0.1964144706
532	0.1963006572
533	0.1961452656
534	0.1959793542
535	0.1958497521
536	0.195777495
537	0.195668262
538	0.1955733916
539	0.1953854674
540	0.1952765429
541	0.1952085869
542	0.1951094199
543	0.1949327213
544	0.1948162052
545	0.1947334685
546	0.1945975298
547	0.1945241648
548	0.1943490425
549	0.1943031423
550	0.1942448673
551	0.1941357526
552	0.1940156065
553	0.1938934255
554	0.1937941964
555	0.1937300662
556	0.1935773394
557	0.1934910709
558	0.1934413302
559	0.1932926011
560	0.1931951607
561	0.193004863
562	0.192893559
563	0.1927634673
564	0.1926579478
565	0.1925570016
566	0.1924448546
567	0.1923460034
568	0.1922489921
569	0.1921910171
570	0.1921113214
571	0.1918864896
572	0.1917983501
573	0.1917130278
574	0.1915931335
575	0.1914513881
576	0.1913870377
577	0.1912857959
578	0.1911200768
579	0.1910453578
580	0.1908509855
581	0.1907257767
582	0.1905617037
583	0.1904363155
584	0.1903803906
585	0.1902726723
586	0.1900758493
587	0.189918243
588	0.1898445415
589	0.1897336542
590	0.1896528383
591	0.1896106053
592	0.1895491228
593	0.1894657017
594	0.1893781368
595	0.1892590416
596	0.1891202296
597	0.1890647598
598	0.1888145796
599	0.1886813675
600	0.1884963171
601	0.1883702884
602	0.1882824052
603	0.1880826424
604	0.1879524364
605	0.1878913849
606	0.1878370143
607	0.1877285154
608	0.1875173728
609	0.1873781067
610	0.1872032038
611	0.1869186347
612	0.1866425682
613	0.1865391948
614	0.1863936561
615	0.1863443949
616	0.186207619
617	0.1860110415
618	0.1859148186
619	0.185862627
620	0.1857547715
621	0.1856704622
622	0.185599621
623	0.1855083271
624	0.1853598093
625	0.185266945
626	0.1851523393
627	0.1850558074
628	0.1849114681
629	0.1848450983
630	0.1847153132
631	0.1845040046
632	0.1844121497
633	0.1843185341
634	0.184176517
635	0.1841168912
636	0.1839945031
637	0.1839215483
638	0.1838610501
639	0.1837481668
640	0.1835488297
641	0.1834607472
642	0.183346034
643	0.1832866098
644	0.1831660104
645	0.1830571262
646	0.1829724207
647	0.1828816029
648	0.1827457758
649	0.1826647227
650	0.1825845183
651	0.182527229
652	0.1824011869
653	0.1822585345
654	0.1821557707
655	0.1820388976
656	0.1819743403
657	0.1819337851
658	0.1817188133
659	0.1816762438
660	0.181590507
661	0.1814516254
662	0.1813445839
663	0.1812371557
664	0.1811469798
665	0.1810860359
666	0.1809585743
667	0.1808741517
668	0.1807513596
669	0.1806977572
670	0.1805677844
671	0.1804793023
672	0.1803557718
673	0.1802055022
674	0.1801505707
675	0.1800712071
676	0.1799640906
677	0.1798693136
678	0.179808571
679	0.1797340976
680	0.1796541424
681	0.1795583218
682	0.1794907789
683	0.1794335038
684	0.1793911045
685	0.1793258676
686	0.179206114
687	0.1791476827
688	0.1790949318
689	0.1790313541
690	0.1789507933
691	0.1788515089
692	0.1787637305
693	0.1786050791
694	0.1784705841
695	0.1783715822
696	0.1783103712
697	0.1781859136
698	0.1780825435
699	0.1779611824
700	0.1778986018
701	0.1778070214
702	0.1776835252
703	0.1775508085
704	0.1775007953
705	0.1774128923
706	0.1773151909
707	0.1772417687
708	0.177184095
709	0.1771079543
710	0.1770391119
711	0.1768859478
712	0.1768187444
713	0.1767369755
714	0.1766694748
715	0.1765461197
716	0.1764788741
717	0.1763932885
718	0.1763088662
719	0.1761912291
720	0.1761041705
721	0.1760182154
722	0.1759421442
723	0.1758551058
724	0.1756905626
725	0.1755960297
726	0.1754283789
727	0.1753692958
728	0.1752334896
729	0.1751550331
730	0.1750185403
731	0.1749483305
732	0.174823286
733	0.174686097
734	0.1744772818
735	0.174363991
736	0.174275137
737	0.1741892641
738	0.1740183728
739	0.1739104689
740	0.1738683711
741	0.1737573519
742	0.1737119497
743	0.1736660017
744	0.1735533448
745	0.1734870556
746	0.1734140664
747	0.173367991
748	0.1733197217
749	0.1732280622
750	0.1731508706
751	0.1730710481
752	0.1729479219
753	0.172826943
754	0.1727578904
755	0.1726842785
756	0.1725830354
757	0.1725190007
758	0.1724745097
759	0.1723358977
760	0.1722112477
761	0.1721576965
762	0.172066104
763	0.1720099226
764	0.1719391438
765	0.171878156
766	0.1718441678
767	0.1717610282
768	0.1716147537
769	0.1715433109
770	0.1714189665
771	0.1713674382
772	0.171186088
773	0.1711111167
774	0.1710005671
775	0.1709034897
776	0.1708130884
777	0.1707767553
778	0.1707161287
779	0.1706373616
780	0.1705223939
781	0.1704501033
782	0.1703745251
783	0.1702094489
784	0.1701491108
785	0.1700565058
786	0.1700302516
787	0.1699274877
788	0.1698557389
789	0.1697619361
790	0.1696818264
791	0.1695685655
792	0.1694459727
793	0.1693799395
794	0.1693359936
795	0.1692540906
796	0.1691544469
797	0.1690981744
798	0.1690524924
799	0.1689541874
800	0.1688759883
801	0.1687643848
802	0.1686739957
803	0.1685813409
804	0.1685398581
805	0.1684766052
806	0.1683861844
807	0.1683479694
808	0.1682810728
809	0.1681891983
810	0.1681173461
811	0.1679766837
812	0.1679153561
813	0.1678741086
814	0.1677828839
815	0.1676569613
816	0.1675525381
817	0.1674314335
818	0.1673845856
819	0.1672934189
820	0.1672072711
821	0.1671267814
822	0.166997408
823	0.1669119128
824	0.1668604166
825	0.1667277913
826	0.1665925504
827	0.1664932953
828	0.1664429012
829	0.1663829929
830	0.1662812146
831	0.1662314683
832	0.166120726
833	0.166037236
834	0.1659517547
835	0.1658789135
836	0.1657967331
837	0.1657469876
838	0.1656758588
839	0.1656118409
840	0.165519302
841	0.1654728195
842	0.1653609894
843	0.1652618841
844	0.1651616821
845	0.1651020971
846	0.1650020841
847	0.1648953166
848	0.1648348703
849	0.1647191683
850	0.1646565566
851	0.1645494374
852	0.164472459
853	0.1643179142
854	0.164217141
855	0.1641544234
856	0.1640717807
857	0.1639648203
858	0.1638850382
859	0.1638062122
860	0.1637289293
861	0.1636077717
862	0.1635257039
863	0.163467069
864	0.1634168552
865	0.1633201659
866	0.1632682524
867	0.1631632538
868	0.1630773036
869	0.1630414213
870	0.1629696817
871	0.1629176566
872	0.1628240879
873	0.1627623442
874	0.1626960577
875	0.1626064283
876	0.1625592042
877	0.162483709
878	0.1624303281
879	0.1623799213
880	0.1622750668
881	0.1622093184
882	0.1621655684
883	0.1620735428
884	0.1620029431
885	0.1619117684
886	0.1617662758
887	0.1616542478
888	0.1615837371
889	0.1615319264
890	0.1614996008
891	0.1614249076
892	0.1613307467
893	0.1612669428
894	0.1611592523
895	0.1611056131
896	0.1609901794
897	0.1608133013
898	0.1607467176
899	0.160662298
900	0.1605988696
901	0.1605028706
902	0.1603367395
903	0.1602393007
904	0.1601412901
905	0.1600411466
906	0.1599419422
907	0.1598919802
908	0.1597923889
909	0.1597014385
910	0.1596299125
911	0.1595618061
912	0.1594695829
913	0.1594341128
914	0.1593594263
915	0.1592096942
916	0.159074012
917	0.1589886587
918	0.1589497126
919	0.1589003014
920	0.1588307111
921	0.1587660956
922	0.1587222829
923	0.1586052518
924	0.158498648
925	0.1584303734
926	0.1583371088
927	0.1582615526
928	0.1581690342
929	0.1580947036
930	0.1580221244
931	0.1579788076
932	0.1579089363
933	0.1578215785
934	0.1577603587
935	0.1577122567
936	0.1576421698
937	0.1575502904
938	0.1574710668
939	0.1573706263
940	0.1573129535
941	0.1572586283
942	0.1571621299
943	0.1570883329
944	0.156953445
945	0.1568779535
946	0.1568356284
947	0.1567711872
948	0.1567013476
949	0.1566324042
950	0.1565889656
951	0.1565125668
952	0.1564383751
953	0.1563674023
954	0.1563074248
955	0.1562312647
956	0.1561287501
957	0.1560675559
958	0.1559736069
959	0.1559063025
960	0.1558302829
961	0.1557812801
962	0.1556718124
963	0.1556426918
964	0.1555895126
965	0.15554436
966	0.1554815578
967	0.1554014777
968	0.155336177
969	0.1552839226
970	0.155202989
971	0.1551388984
972	0.1550153742
973	0.1549166489
974	0.1548841483
975	0.1548469448
976	0.154804845
977	0.154751167
978	0.1546842439
979	0.1545508549
980	0.1544755359
981	0.1544354924
982	0.1543713455
983	0.1543296985
984	0.154284617
985	0.1542402408
986	0.1541421134
987	0.1540672023
988	0.1539713511
989	0.1538777325
990	0.1537939032
991	0.1536945785
992	0.1536244448
993	0.1535892426
994	0.1535450587
995	0.1534318045
996	0.153383782
997	0.1532946355
998	0.153217608
999	0.1531513395
